10468,1960-08-28,Yoshimitsu,Shobatake,M,1991-05-28
10469,1964-12-22,Munehiko,Ananiadou,M,1985-06-05
10470,1956-04-12,Peternela,Iwayama,M,1988-06-01
10471,1963-11-30,Jouko,Yamaashi,M,1990-11-18
10472,1959-08-20,Salvador,Lodder,M,1996-07-29
10473,1963-10-13,Przemyslawa,Oskamp,M,1987-10-30
10474,1962-02-24,Kenton,Garnham,F,1985-09-28
10475,1956-12-19,Mario,Rodite,M,1987-01-19
10476,1965-01-01,Kokou,Iisaka,M,1987-09-20
10477,1952-12-07,Guoxiang,Trogemann,F,1989-03-04
10478,1957-03-08,Maik,Ushiama,M,1992-06-09
10479,1959-01-27,Duro,Coney,F,1987-02-28
10480,1965-01-25,Make,Baba,F,1988-05-18
10481,1959-10-18,Yongmao,Pintelas,F,1988-10-06
10482,1961-07-17,Goa,Pleszkun,F,1991-07-20
10483,1957-03-13,Zhiwei,Anick,M,1992-11-08
10484,1961-08-30,Nirmal,Varley,F,1995-10-31
10485,1961-09-20,Teruyuki,Sundgren,M,1985-10-27
10486,1952-08-24,Amstein,Kossowski,F,1987-10-08
10487,1956-08-23,Perla,Middleton,F,1992-08-14
10488,1959-10-17,Mihalis,Heering,M,1994-06-09
10489,1958-08-24,Elvia,Homond,M,1989-09-10
10490,1961-09-28,Huiqun,Vuskovic,F,1992-10-07
10491,1964-09-09,Garnik,Narahari,M,1990-01-17
10492,1957-04-03,Lobel,Kumaresan,M,1988-04-24
10493,1962-01-12,Maris,Haraldson,M,1992-05-16
10494,1953-12-21,Yakkov,Servieres,F,1986-01-18
10495,1961-05-24,Anyuan,Zhiwei,F,1985-09-29
10496,1959-04-18,Gretta,Baig,M,1987-02-26
10497,1953-06-09,Pramod,Rabehasaina,M,1992-01-22
10498,1964-09-15,Valter,Cappelletti,F,1988-02-01
10499,1953-10-04,Maik,Luft,F,1989-11-23
10500,1957-04-29,Vojin,Narwekar,M,1996-12-16
110022,1956-09-12,Margareta,Markovitch,M,1985-01-01
110039,1963-06-21,Vishwani,Minakawa,M,1986-04-12
110085,1959-10-28,Ebru,Alpin,M,1985-01-01
110114,1957-03-28,Isamu,Legleitner,F,1985-01-14
110183,1953-06-24,Shirish,Ossenbruggen,F,1985-01-01
110228,1958-12-02,Karsten,Sigstam,F,1985-08-04
110303,1956-06-08,Krassimir,Wegerle,F,1985-01-01
110344,1961-09-07,Rosine,Cools,F,1985-11-22
110386,1953-10-04,Shem,Kieras,M,1988-10-14
110420,1963-07-27,Oscar,Ghazalie,M,1992-02-05
110511,1957-07-08,DeForest,Hagimont,M,1985-01-01
110567,1964-04-25,Leon,DasSarma,F,1986-10-21
110725,1961-03-14,Peternela,Onuegbe,F,1985-01-01
110765,1954-05-22,Rutger,Hofmeyr,F,1989-01-07
110800,1963-02-07,Sanjoy,Quadeer,F,1986-08-12
110854,1960-08-19,Dung,Pesch,M,1989-06-09
111035,1962-02-24,Przemyslawa,Kaelbling,M,1985-01-01
111133,1955-03-16,Hauke,Zhang,M,1986-12-30
111400,1959-11-09,Arie,Staelin,M,1985-01-01
111534,1952-06-27,Hilary,Kambil,F,1988-01-31
111692,1954-10-05,Tonny,Butterworth,F,1985-01-01
111784,1956-06-14,Marjo,Giarratana,F,1988-02-12
111877,1962-10-18,Xiaobin,Spinelli,F,1991-08-17
111939,1960-03-25,Yuchang,Weedman,M,1989-07-10
